system,sid,user,intent_NLU,intent_ASU,intent_DAC,entities,sys_intent,system_utt,info
SCHEMA,18542641,thank you,thanking,-,O,{},acceptThanking,Happy to help.,-
SCHEMA,18542641,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
SCHEMA,41312642,where can i find good sushi for my wife and i,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,41312642,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,41312642,any good sushi,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,41312642,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,41312642,where are some good sushi restaurants,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,41312642,seafood,-,inform,SQ,"{'food': 'seafood', 'name': 'Grazie Cambridge'}",inform,Grazie Cambridge is a restaurant serving seafood. You can type 'next option' or another query.,['']
SCHEMA,41312642,next option,next,-,O,{'name': 'The Catch Fish & Chips'},inform,How about The Catch Fish & Chips?,-
SCHEMA,41312642,next option,next,-,O,{'name': 'Faro'},inform,How about Faro?,-
SCHEMA,41312642,what is the address,-,request,IRq,"{'name': 'Faro', 'addr': '152 - 156 Hills Road'}",answer,The address of Faro is 152 - 156 Hills Road.,-
SCHEMA,41312642,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,59762643,pizza,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,59762643,italian,-,inform,SQ,"{'food': 'italian', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant serving italian food. You can type 'next option' or another query.,['']
SCHEMA,59762643,price,-,request,SQ,"{'name': 'Prezzo - Cambridge', 'pricerange': 'expensive'}",answer,Prezzo - Cambridge is a restaurant in the expensive price range.,-
SCHEMA,59762643,german,-,inform,SQ,"{'food': 'german', 'name': 'none'}",inform,There are no restaurants that serve german food.,-
SCHEMA,59762643,american,-,inform,SQ,"{'food': 'the americas', 'name': 'none'}",inform,There are no restaurants that serve the americas food.,-
SCHEMA,59762643,indian,-,inform,SQ,"{'food': 'indian', 'name': 'Curry Queen'}",inform,Curry Queen is a restaurant that serves indian food. You can type 'next option' or another query.,['']
SCHEMA,59762643,price,-,request,SQ,"{'name': 'Curry Queen', 'pricerange': 'cheap'}",answer,Curry Queen is a restaurant in the cheap price range.,-
SCHEMA,59762643,chinese,-,inform,SQ,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant serving chinese food. You can type 'next option' or another query.,['']
SCHEMA,59762643,price,-,request,SQ,"{'name': 'Cook 4 me', 'pricerange': 'cheap'}",answer,Cook 4 me is a restaurant in the cheap price range.,-
SCHEMA,59762643,curry queen address,-,request,IRq,"{'name': 'Cook 4 me', 'addr': '175 Victoria Road'}",answer,The address of Cook 4 me is 175 Victoria Road.,-
SCHEMA,59762643,thanks! i'll go for that,thanking,-,O,{},acceptThanking,My pleasure.,-
SCHEMA,59762643,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
SCHEMA,27512644,i want kebabs,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,27512644,i want mediterran food,-,inform,SQ,"{'food': 'mediterranean', 'name': 'Stazione Restaurant & Coffee bar'}",inform,Stazione Restaurant & Coffee bar is a restaurant serving mediterranean food. You can type 'next option' or another query.,['']
SCHEMA,27512644,next,next,-,O,{'name': 'Maurizio Dining & Co.'},inform,I would suggest Maurizio Dining & Co.,-
SCHEMA,27512644,address,-,request,IRq,"{'name': 'Maurizio Dining & Co.', 'addr': '44 Mill Road'}",answer,The address of Maurizio Dining & Co. is 44 Mill Road.,-
SCHEMA,27512644,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,24572645,i have a date friday night and need a restaurant nice but not too expensive,-,inform,SQ,"{'pricerange': 'expensive', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is an expensive restaurant. You can type 'next option' or another query.,['']
SCHEMA,24572645,i want a mid prices reataurant,-,-,SQ,"{'pricerange': 'expensive', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant that is expensive. You can type 'next option' or another query.,['']
SCHEMA,24572645,next option,next,-,O,"{'pricerange': 'expensive', 'name': 'The Senate'}",inform,The Senate is a restaurant in the expensive price range.,-
SCHEMA,24572645,next option,next,-,O,"{'pricerange': 'expensive', 'name': '72.China'}",inform,72.China is a restaurant that is expensive.,-
SCHEMA,24572645,what kind of food does 72.china have,-,"('inform', 'request')",IRq,"{'name': '72.China', 'food': 'Chinese and Asian'}",answer,72.China is a restaurant serving Chinese and Asian food.,-
SCHEMA,24572645,what about cheap range,-,inform,SQ,"{'food': 'chinese', 'pricerange': 'cheap', 'name': 'Cook 4 me'}",inform,Cook 4 me is a cheap restaurant that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,24572645,can i get the address,-,request,IRq,"{'name': 'Cook 4 me', 'addr': '175 Victoria Road'}",answer,The address of Cook 4 me is 175 Victoria Road.,-
SCHEMA,24572645,can i reserve a table for two,-,-,SQ,"{'food': 'chinese', 'pricerange': 'cheap', 'name': 'Cook 4 me'}",inform,Cook 4 me is a cheap restaurant that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,24572645,<hangup>,hangup,-,-,-,inform,<hangup>,['']
SCHEMA,48302646,looking for a date night with my wife. any good chinese places,-,inform,SQ,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,48302646,next option,next,-,O,{'name': 'China Chef'},inform,How about China Chef?,-
SCHEMA,48302646,what is their address,-,request,IRq,"{'name': 'China Chef', 'addr': '529B Newmarket Road'}",answer,The address of China Chef is 529B Newmarket Road.,-
SCHEMA,48302646,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,17072648,i am looking for a pizza place,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,17072648,i want a restaurant that serves pizza,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,17072648,ok. you do not understand.  do you know of any mexican restaurants then,-,inform,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,17072648,i need a cheap price,-,inform,SQ,"{'food': 'mexican', 'pricerange': 'cheap', 'name': 'Las Iguanas'}",inform,Las Iguanas is a cheap restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,17072648,it also needs to be romantic for a date,-,-,SQ,"{'food': 'mexican', 'pricerange': 'cheap', 'name': 'Las Iguanas'}",inform,Las Iguanas is a cheap restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,17072648,are there any in the city centre,-,inform,SQ,"{'food': 'mexican', 'pricerange': 'cheap', 'area': 'centre', 'name': 'Al Chile'}",inform,Al Chile is a cheap restaurant in the centre area that serves mexican food. You can type 'next option' or another query.,['']
SCHEMA,17072648,great.  can i have the address for al chile,-,request,IRq,"{'name': 'Al Chile', 'addr': 'Cowley Road Science Park'}",answer,The address of Al Chile is Cowley Road Science Park.,-
SCHEMA,17072648,thank you,thanking,-,O,{},acceptThanking,You're welcome.,-
SCHEMA,17072648,success,-,-,O,"{'food': 'mexican', 'pricerange': 'cheap', 'area': 'centre', 'name': 'Al Chile'}",inform,Al Chile is a cheap restaurant in the centre area that serves mexican food. You can type 'next option' or another query.,['']
SCHEMA,17072648,<hangup>,hangup,-,-,-,inform,<hangup>,['']
SCHEMA,32342649,i want something fast,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,32342649,something quick,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,32342649,a place that cooks food fast,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,32342649,i want something highly rated,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,32342649,i want something good,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,32342649,i want something expensive,-,inform,SQ,"{'pricerange': 'expensive', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant in the expensive price range. You can type 'next option' or another query.,['']
SCHEMA,32342649, next,-,-,O,"{'pricerange': 'expensive', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant in the expensive price range. You can type 'next option' or another query.,['']
SCHEMA,32342649,next,next,-,O,"{'pricerange': 'expensive', 'name': 'The Senate'}",inform,The Senate is an expensive restaurant.,-
SCHEMA,32342649,address,-,request,IRq,"{'name': 'The Senate', 'addr': '1 St. Marys Passage'}",answer,The address of The Senate is 1 St. Marys Passage.,-
SCHEMA,32342649,next,next,-,O,"{'pricerange': 'expensive', 'name': '72.China'}",inform,72.China is a restaurant in the expensive price range.,-
SCHEMA,32342649,address,-,request,IRq,"{'name': '72.China', 'addr': '72 Regent Street'}",answer,The address of 72.China is 72 Regent Street.,-
SCHEMA,32342649,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,44332650,id like greek food,-,inform,SQ,"{'food': 'greek', 'name': 'Cafe Camtown'}",inform,Cafe Camtown is a restaurant that serves greek food. You can type 'next option' or another query.,['']
SCHEMA,44332650,next,next,-,O,{'name': 'TZATZIKI'},inform,How about TZATZIKI?,-
SCHEMA,44332650,address,-,request,IRq,"{'name': 'TZATZIKI', 'addr': '292 Mill Road'}",answer,The address of TZATZIKI is 292 Mill Road.,-
SCHEMA,44332650,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,10012651,i'm looking for a chinese restaurant with low price range and good spring rolls,-,inform,SQ,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,10012651,next option,next,-,O,{'name': '72.China'},inform,I would suggest 72.China.,-
SCHEMA,10012651,next option,next,-,O,{'name': 'China Chef'},inform,I would suggest China Chef.,-
SCHEMA,10012651,which one offers a low price menu,-,-,IRq,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,10012651,can you give me the address of cook 4 me,-,request,IRq,"{'name': 'Cook 4 me', 'addr': '175 Victoria Road'}",answer,The address of Cook 4 me is 175 Victoria Road.,-
SCHEMA,10012651,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,53262652,i'm trying to impress a first date that likes mexican food,-,inform,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,53262652,next option,next,-,O,{'name': 'Nanna Mexico'},inform,How about Nanna Mexico?,-
SCHEMA,53262652,i'm looking for something a little more classy,-,-,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,53262652,next option,next,-,O,"{'food': 'mexican', 'name': 'Nanna Mexico'}",inform,Nanna Mexico is a restaurant that serves mexican food.,-
SCHEMA,53262652,"okay, she wants chinese food instead",-,inform,SQ,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant serving chinese food. You can type 'next option' or another query.,['']
SCHEMA,53262652,that will work. what is the address,-,request,IRq,"{'name': 'Cook 4 me', 'addr': '175 Victoria Road'}",answer,The address of Cook 4 me is 175 Victoria Road.,-
SCHEMA,53262652,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,34432653,can you help me find a mexican restaurant with good burritos and friendly staff,-,inform,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant that serves mexican food. You can type 'next option' or another query.,['']
SCHEMA,34432653,next option,next,-,O,{'name': 'Nanna Mexico'},inform,I would suggest Nanna Mexico.,-
SCHEMA,34432653,next option,next,-,O,{'name': 'Mr Taco Cambridge'},inform,I would suggest Mr Taco Cambridge.,-
SCHEMA,34432653,which one offers good burritos,-,-,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,34432653,please give me the address for crazy tacos,-,request,IRq,"{'name': 'Crazy Tacos', 'addr': '119 Mill Road'}",answer,The address of Crazy Tacos is 119 Mill Road.,-
SCHEMA,34432653,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,28142654,i want irish food,-,inform,SQ,"{'food': 'irish', 'name': 'Wee Quiche Company'}",inform,Wee Quiche Company is a restaurant that serves irish food. You can type 'next option' or another query.,['']
SCHEMA,28142654,next,next,-,O,"{'food': 'irish', 'name': 'Wee Quiche Company'}",inform,"Sorry, currently we do not have any other options.",['']
SCHEMA,28142654,i want fish and chips,-,-,SQ,"{'food': 'irish', 'name': 'Wee Quiche Company'}",inform,Wee Quiche Company is a restaurant serving irish food. You can type 'next option' or another query.,['']
SCHEMA,28142654,i want seafood,-,inform,SQ,"{'food': 'seafood', 'name': 'Grazie Cambridge'}",inform,Grazie Cambridge is a restaurant serving seafood. You can type 'next option' or another query.,['']
SCHEMA,28142654,next,next,-,O,{'name': 'The Catch Fish & Chips'},inform,How about The Catch Fish & Chips?,-
SCHEMA,28142654,address for wee,-,request,IRq,"{'name': 'Wee Quiche Company', 'addr': 'High Street, Trumpington'}",answer,"The address of Wee Quiche Company is High Street, Trumpington.",-
SCHEMA,28142654,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,48562657,i want a fun environment american restaurant,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,48562657,i want an american restaurant with fun vibes,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,48562657,i'd like an american restaurant,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,48562657,star over,-,-,O,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,48562657,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,48562657,chinese,-,inform,SQ,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,48562657,next,next,-,O,{'name': '72.China'},inform,How about 72.China?,-
SCHEMA,48562657,next option,next,-,O,{'name': 'China Chef'},inform,I would suggest China Chef.,-
SCHEMA,48562657,next option,next,-,O,{'name': 'Golden crown chinese takeaway'},inform,How about Golden crown chinese takeaway?,-
SCHEMA,48562657,what is its address,-,request,IRq,"{'name': 'Golden crown chinese takeaway', 'addr': '2 Arbury Court'}",answer,The address of Golden crown chinese takeaway is 2 Arbury Court.,-
SCHEMA,48562657,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,46972658,i would like bbq,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,46972658,i would like food in the north,-,inform,SQ,"{'area': 'north', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant that is in the north area. You can type 'next option' or another query.,['']
SCHEMA,46972658,next,next,-,O,{'name': 'Golden crown chinese takeaway'},inform,How about Golden crown chinese takeaway?,-
SCHEMA,46972658,address,-,request,IRq,"{'name': 'Golden crown chinese takeaway', 'addr': '2 Arbury Court'}",answer,The address of Golden crown chinese takeaway is 2 Arbury Court.,-
SCHEMA,46972658,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,31592655,i need to find a restaurant for my father's birthday somewhere near center of town,-,inform,SQ,"{'area': 'centre', 'name': 'Varsity'}",inform,Varsity is a restaurant in the centre area. You can type 'next option' or another query.,['']
SCHEMA,31592655,what does varsity serve,-,-,IRq,"{'area': 'centre', 'name': 'Varsity'}",inform,Varsity is a restaurant in the centre area. You can type 'next option' or another query.,['']
SCHEMA,31592655,next option,next,-,O,"{'area': 'centre', 'name': 'Curry Queen'}",inform,Curry Queen is a restaurant in the centre area.,-
SCHEMA,31592655,what type of food do they serve,-,request,IRq,"{'name': 'Curry Queen', 'food': 'Indian and Asian'}",answer,Curry Queen is a restaurant serving Indian and Asian food.,-
SCHEMA,31592655,can you give me the address,-,request,IRq,"{'name': 'Curry Queen', 'addr': '106 Mill Road'}",answer,The address of Curry Queen is 106 Mill Road.,-
SCHEMA,31592655,thank you,thanking,-,O,{},acceptThanking,My pleasure.,-
SCHEMA,31592655,what about american hamburger places,-,-,SQ,"{'area': 'centre', 'name': 'Varsity'}",inform,Varsity is a restaurant that is in the centre area. You can type 'next option' or another query.,['']
SCHEMA,31592655,address to varsity,-,request,IRq,"{'name': 'Varsity', 'addr': '35 St. Andrews Street'}",answer,The address of Varsity is 35 St. Andrews Street.,-
SCHEMA,31592655,thank you again,thanking,-,O,{},acceptThanking,You're welcome.,-
SCHEMA,31592655,goodbye,initialGoodbye,-,O,{},returnGoodbye,"Goodbye, and thank you for using the system.",-
SCHEMA,31592655,<hangup>,hangup,-,-,-,returnGoodbye,<hangup>,-
SCHEMA,52932656,i'm searching for an italian restaurant located at the central area with good ratings,-,"('inform', 'inform')",SQ,"{'food': 'italian', 'area': 'centre', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant in the centre area serving italian food. You can type 'next option' or another query.,['']
SCHEMA,52932656,next option,next,-,O,{'name': 'Bella Italia'},inform,How about Bella Italia?,-
SCHEMA,52932656,next option,next,-,O,{'name': 'Carluccios - Cambridge'},inform,How about Carluccios - Cambridge?,-
SCHEMA,52932656,which one has good ratings,-,-,IRq,"{'food': 'italian', 'area': 'centre', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant in the centre area that serves italian food. You can type 'next option' or another query.,['']
SCHEMA,52932656,show me the address for prezzo - cambridge please,-,request,IRq,"{'name': 'Prezzo - Cambridge', 'addr': '32 Bridge Street'}",answer,The address of Prezzo - Cambridge is 32 Bridge Street.,-
SCHEMA,52932656,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,56102660,i want pasta,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,56102660,i want noodles,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,56102660,i want korean food,-,inform,SQ,"{'food': 'korean', 'name': 'CamBap'}",inform,CamBap is a restaurant that serves korean food. You can type 'next option' or another query.,['']
SCHEMA,56102660,next,next,-,O,{'name': 'Bibimbap House'},inform,I would suggest Bibimbap House.,-
SCHEMA,56102660,address,-,request,IRq,"{'name': 'Bibimbap House', 'addr': '60 Mill Road'}",answer,The address of Bibimbap House is 60 Mill Road.,-
SCHEMA,56102660,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,45912661,i want takeout chinese for my boyfriends birthday,-,inform,SQ,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant serving chinese food. You can type 'next option' or another query.,['']
SCHEMA,45912661,next option,next,-,O,{'name': '72.China'},inform,How about 72.China?,-
SCHEMA,45912661,where is that located,-,-,IRq,"{'food': 'chinese', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant serving chinese food. You can type 'next option' or another query.,['']
SCHEMA,45912661,next option,next,-,O,"{'food': 'chinese', 'name': '72.China'}",inform,72.China is a restaurant serving chinese food.,-
SCHEMA,45912661,what is cook 4 me's address,-,request,IRq,"{'name': 'Cook 4 me', 'addr': '175 Victoria Road'}",answer,The address of Cook 4 me is 175 Victoria Road.,-
SCHEMA,45912661,is it in the centre,-,request,IRq,"{'name': 'Cook 4 me', 'area': 'north'}",answer,Cook 4 me is a restaurant in the north area.,-
SCHEMA,45912661,next option,next,-,O,"{'food': 'chinese', 'name': 'China Chef'}",inform,China Chef is a restaurant that serves chinese food.,-
SCHEMA,45912661,<hangup>,hangup,-,-,-,inform,<hangup>,-
SCHEMA,13442659,i'm looking for a place to eat lunch with a business partner,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,13442659,a colleague and i are looking for a quick place to eat lunch,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,13442659,my colleague and i are looking to eat a a fast food place for lunch,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,13442659,what's a good fast food place with american food,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,13442659,where can i grab a quick lunch that serves american food,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,13442659,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,13442659,fast food,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,13442659,american food,-,inform,SQ,"{'food': 'the americas', 'name': 'none'}",inform,There are no restaurants that serve the americas food.,-
SCHEMA,13442659,how about mexican then,-,inform,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant that serves mexican food. You can type 'next option' or another query.,['']
SCHEMA,13442659,next option,next,-,O,{'name': 'Nanna Mexico'},inform,How about Nanna Mexico?,-
SCHEMA,13442659,what else is available,-,-,IRq,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant serving mexican food. You can type 'next option' or another query.,['']
SCHEMA,13442659,we will go with italian food since you don't understand a damn thing i'm saying,-,inform,SQ,"{'food': 'italian', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is a restaurant serving italian food. You can type 'next option' or another query.,['']
SCHEMA,13442659,give me their address,-,request,IRq,"{'name': 'Prezzo - Cambridge', 'addr': '32 Bridge Street'}",answer,The address of Prezzo - Cambridge is 32 Bridge Street.,-
SCHEMA,13442659,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,33462663,i'd like a cocktail lounge,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,33462663,i want an american restaurant in the center,-,inform,SQ,"{'area': 'centre', 'name': 'Varsity'}",inform,Varsity is a restaurant that is in the centre area. You can type 'next option' or another query.,['']
SCHEMA,33462663,next option,next,-,O,{'name': 'Curry Queen'},inform,I would suggest Curry Queen.,-
SCHEMA,33462663,next option,next,-,O,{'name': 'Prezzo - Cambridge'},inform,I would suggest Prezzo - Cambridge.,-
SCHEMA,33462663,what is varsity's address,-,request,IRq,"{'name': 'Varsity', 'addr': '35 St. Andrews Street'}",answer,The address of Varsity is 35 St. Andrews Street.,-
SCHEMA,33462663,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,35462662,i want hispanic food,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,35462662,i want spanish food,-,inform,SQ,"{'food': 'spanish', 'name': 'La Raza'}",inform,La Raza is a restaurant that serves spanish food. You can type 'next option' or another query.,['']
SCHEMA,35462662,next,next,-,O,{'name': 'Tu Casa Tapas Restaurant'},inform,How about Tu Casa Tapas Restaurant?,-
SCHEMA,35462662,address,-,request,IRq,"{'name': 'Tu Casa Tapas Restaurant', 'addr': '8 Mill Road'}",answer,The address of Tu Casa Tapas Restaurant is 8 Mill Road.,-
SCHEMA,35462662,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,25062664,can you help me find a japanese restaurant that is located in the north with good sushi,-,"('inform', 'inform')",SQ,"{'food': 'japanese', 'area': 'north', 'name': 'none'}",inform,There are no restaurants in the north area serving japanese food.,-
SCHEMA,25062664,how about something in the centre area,-,inform,SQ,"{'food': 'japanese', 'area': 'centre', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant in the centre area serving japanese food. You can type 'next option' or another query.,['']
SCHEMA,25062664,next option,next,-,O,{'name': 'Sushimania Cambridge'},inform,How about Sushimania Cambridge?,-
SCHEMA,25062664,next option,next,-,O,{'name': 'Noodle Republic'},inform,How about Noodle Republic?,-
SCHEMA,25062664,which one serves better sushi,-,-,SQ,"{'food': 'japanese', 'area': 'centre', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant in the centre area that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,25062664,where is sticks'n'sushi cambridge,-,request,IRq,"{'name': ""Sticks'N'Sushi Cambridge"", 'addr': '2 Wheeler Street'}",answer,The address of Sticks'N'Sushi Cambridge is 2 Wheeler Street.,-
SCHEMA,25062664,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,31302665,where is a good place to take young kids to eat,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,31302665,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,31302665,good family restaurants,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,31302665,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,31302665,family buffet,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,31302665,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,31302665,chicken,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,31302665,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,31302665,greek,-,inform,SQ,"{'food': 'greek', 'name': 'Cafe Camtown'}",inform,Cafe Camtown is a restaurant that serves greek food. You can type 'next option' or another query.,['']
SCHEMA,31302665,next option,next,-,O,"{'name': ""The Cook's Nest""}",inform,How about The Cook's Nest?,-
SCHEMA,31302665,next option,next,-,O,{'name': 'TZATZIKI'},inform,I would suggest TZATZIKI.,-
SCHEMA,31302665,what is the address,-,request,IRq,"{'name': 'TZATZIKI', 'addr': '292 Mill Road'}",answer,The address of TZATZIKI is 292 Mill Road.,-
SCHEMA,31302665,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,21592666,i'm looking for a coffee shop in the medium price range and friendly staff,-,inform,SQ,"{'pricerange': 'moderate', 'name': 'Bella Italia'}",inform,Bella Italia is a restaurant in the moderate price range. You can type 'next option' or another query.,['']
SCHEMA,21592666,next option,next,-,O,"{'name': ""Sticks'N'Sushi Cambridge""}",inform,How about Sticks'N'Sushi Cambridge?,-
SCHEMA,21592666,"i want coffee shop, not italian or japanese restaurant",-,inform,SQ,"{'food': 'japanese', 'pricerange': 'moderate', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a moderate restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,21592666,next option,next,-,O,"{'pricerange': 'moderate', 'name': 'YO! Cambridge'}",inform,YO! Cambridge is a restaurant in the moderate price range.,-
SCHEMA,21592666,where is bella italia,-,-,IRq,"{'food': 'japanese', 'pricerange': 'moderate', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a moderate restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,21592666,can you give me the address of sticks'n'sushi cambridge,-,request,IRq,"{'name': ""Sticks'N'Sushi Cambridge"", 'addr': '2 Wheeler Street'}",answer,The address of Sticks'N'Sushi Cambridge is 2 Wheeler Street.,-
SCHEMA,21592666,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,53512667,a place that has good salsa at mexican restaurant,-,inform,SQ,"{'food': 'mexican', 'name': 'Crazy Tacos'}",inform,Crazy Tacos is a restaurant that serves mexican food. You can type 'next option' or another query.,['']
